danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,cluster
0.814,0.527,9,-7.001,0,0.328,0.179,0.000512,0.0767,0.54,170.063,6nsyYPCDUSacgXci9mvWln,153733,4,7
0.733,0.622,6,-7.689,0,0.14,0.324,0,0.165,0.729,143.934,3qOkkP9JLltoUvaLjEXTmW,169600,4,3
0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,6X29iaaazwho3ab7GNue5r,173202,4,9
0.695,0.278,8,-9.081,1,0.0303,0.938,0,0.0858,0.742,108.355,6TGjPUIJuJYRnHc4tXiQDI,115333,4,9
0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,11EX5yhxr9Ihl3IN1asrfK,277573,4,10
0.95,0.624,8,-5.725,0,0.168,0.00126,1.23E-06,0.0715,0.86,135.985,43eFpXbwWuBcXFkCmvaK76,228186,4,3
0.711,0.671,8,-8.932,1,0.283,0.0403,1.46E-05,0.132,0.326,81.542,5yeoLGFtaxcwLuACSEEjcu,237808,4,10
0.596,0.754,3,-4.791,0,0.127,0.331,0,0.247,0.533,151.921,6ZOXF7nbzCpPVNlC0AG1rF,192627,4,3
0.505,0.597,3,-6.21,0,0.0691,0.0725,0,0.0954,0.241,82.137,1IRU2kqvCmmySoB0ywJTmI,234147,4,0
0.443,0.743,1,-6.068,1,0.125,0.104,1.97E-05,0.106,0.413,86.98,3AV5GK7R0dZa0HTwDg8yDU,399320,4,6
0.344,0.802,5,-4.976,0,0.0832,0.153,0,0.134,0.292,177.297,3WVA0zwkm1sPI61vXPLvtl,218080,4,6
0.67,0.653,10,-4.031,1,0.0795,0.026,0,0.412,0.146,82.031,0T3eQNCGwO5nOsBymYQSPX,213653,4,10
0.6,0.706,10,-7.899,0,0.361,0.209,0,0.125,0.58,173.926,4IYKjN1DrYzxKXt0umJqsG,253533,4,7
0.561,0.564,3,-8.798,0,0.0269,0.0138,0,0.36,0.496,132.558,1ai4tCk7VbSvrWM0RAyhi2,199480,4,0
0.84,0.192,6,-12.843,1,0.0514,0.409,6.00E-06,0.101,0.31,114.93,4QTwWQDW89udp0JDO2lmPI,266227,3,4
0.567,0.436,9,-10.326,1,0.0571,0.778,0,0.188,0.252,149.987,63UNqAjFomMcZXc2InOxTC,318533,4,9
0.391,0.415,0,-11.665,1,0.0398,0.573,0.00188,0.242,0.0789,99.035,2hSwwIRD8sahfwQGjFdixz,392696,4,9
0.681,0.568,11,-6.264,0,0.136,0.439,0.000173,0.446,0.301,140.004,0b6l1obmzq1YrqiKBVLtIo,229402,4,0
0.605,0.731,1,-8.127,0,0.291,0.0644,2.70E-06,0.331,0.672,79.843,23Ij3xEFmYkRl00dDJCVMP,239250,4,0
0.768,0.569,0,-8.791,1,0.243,0.469,0,0.678,0.883,124.104,4ygQUye7obtqhSltSxp18H,139406,4,1
0.661,0.557,1,-8.798,1,0.198,0.0202,0.000128,0.169,0.412,110.967,4Jh8aypoHtCqv5GPzZxPsz,210562,4,10
0.721,0.48,9,-9.282,0,0.219,0.0996,0,0.39,0.508,120.148,0oeqJpFHNRjxa0kOMh4eQY,272562,4,0
0.725,0.601,1,-9.03,1,0.377,0.0321,0,0.0504,0.811,155.918,1sFstGV1Z3Aw5TDFCiT7vK,185062,4,7
0.569,0.86,9,-4.116,1,0.043,0.135,0,0.153,0.289,90.937,5IWMH89twdzA3XZpjW4Gvq,270960,4,6
0.344,0.843,1,-3.711,0,0.0422,0.0214,0.00345,0.189,0.219,97.5,4g83PCfbuS7n8QqOGnhGTC,244720,4,6
0.64,0.647,5,-8.114,0,0.186,0.124,0,0.0801,0.546,92.979,70eFcWOvlMObDhURTqT4Fv,197867,4,0
0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989,4vUmTMuQqjdnvlZmAH61Qk,204467,4,3
0.38,0.43,9,-12.564,1,0.0288,0.546,1.71E-05,0.188,0.547,82.204,1QbOvACeYanja5pbnJbAmk,197813,4,9
0.716,0.823,5,-5.313,0,0.0495,0.132,0,0.361,0.91,151.957,1DhRbox3xkceP64k3JeYfW,161747,4,3
0.565,0.243,2,-8.367,1,0.0317,0.758,8.82E-06,0.285,0.239,81.655,0VsGaRXR5WAzpu51unJTis,243267,4,9
0.885,0.762,8,-5.513,0,0.216,0.219,0,0.162,0.605,138.058,1AI7UPw3fgwAFkvAlZWhE0,189733,4,3
0.627,0.594,7,-8.306,1,0.0479,0.256,0,0.373,0.388,101.007,5T03itPFOPGGkvVPvPiyla,197093,4,10
0.468,0.63,8,-6.536,0,0.0843,0.31,0,0.137,0.762,91.419,3FHXUqaUer9o231Je1zxIN,204507,4,3
0.778,0.589,8,-5.548,1,0.269,0.467,0,0.0902,0.513,98.001,4vIKzWqtn44umal5jXq4wE,212307,4,10
0.726,0.731,1,-6.298,0,0.159,0.11,3.45E-06,0.0928,0.437,170.125,5d1rmWWF1725tnYjq6rMDB,190293,4,3
0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0108,0.38,0.596,92.47,7hvO2qCwJVZxiyoA7c9i5d,209120,4,2
0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,3yNZ5r3LKfdmjoS3gkhUCT,194840,4,7
0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,0t3ZvGKlmYmVsDzBJAXK8C,174853,4,10
0.82,0.393,6,-6.716,0,0.0444,0.282,1.58E-06,0.0688,0.273,120.001,7FXP1YPlYfC5RaDGZEfRJU,215880,4,0
0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,4nx4h17pRj1ikT0hZecR8z,204693,4,3
0.719,0.747,0,-7.025,0,0.0376,0.0012,0.518,0.157,0.636,136.009,1gzbgQNhzihPtohf6bqkd6,196773,4,8
0.349,0.379,4,-8.389,0,0.03,0.469,0.025,0.153,0.0621,103.754,4dyWgfMl31gv7vv19Tok4D,168880,4,9
0.606,0.532,3,-6.076,1,0.0416,0.44,0,0.132,0.405,81.332,1jVjOcs7QeQZJXScbqvofI,143640,3,4
0.385,0.547,0,-9.005,1,0.0525,0.0331,0,0.636,0.354,73.107,3NYq7c5AIUiubPz9UZl82h,168680,4,1
0.395,0.388,1,-12.093,0,0.0388,0.0703,0.0234,0.101,0.427,81.02,37OsGd6cqiHggH1nZkvs0g,186427,4,0
0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,2nKYHpmwjLaEOXS3o7QMiz,142417,4,7
0.787,0.558,0,-5.237,1,0.0414,0.664,0,0.347,0.706,94.049,0uLPKDuIhkIhttiwezNdiG,171539,4,2
0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,4a6q8CR2hzLk2plDkSxkfD,165714,4,10
0.603,0.602,6,-7.083,1,0.23,0.049,0,0.279,0.595,119.703,0B3FovCVaGKS5w1FTidEUP,248472,5,10
0.806,0.497,7,-7.954,1,0.0432,0.386,0,0.362,0.856,139.991,0Ie1ea9VHGbktOaz5PsazO,202344,4,2
0.582,0.636,10,-5.408,1,0.081,0.704,0,0.152,0.381,155.825,16vTdg4LWbLbgZ2uTrQcB8,156120,4,9
0.81,0.305,8,-6.165,0,0.0902,0.28,0.000116,0.203,0.732,120.013,2y8iBf0QRqCKFtePi9Rl2H,171908,4,0
0.805,0.776,1,-6.006,1,0.139,0.000159,0,0.0502,0.172,146.997,0oVxGuRMnawFgA8aduocfc,172245,4,10
0.635,0.694,1,-3.549,1,0.159,0.0596,0,0.141,0.398,85.809,2S9r3he7RP6j6ptiQGVW6Y,270131,4,10
0.717,0.493,5,-7.146,0,0.266,0.00578,0,0.156,0.258,139.833,4ESyocZUQ3fOlCbNP6n17i,123573,4,7
0.817,0.509,0,-4.17,1,0.0839,0.146,2.53E-05,0.111,0.77,99.988,3XEdqQtGHAM5huMrs3RaKN,183930,4,2
0.665,0.68,2,-4.898,1,0.291,0.112,0,0.096,0.69,91.667,1Bdptrvb7nQkq8kCw3siE9,150787,4,2
0.747,0.649,8,-6.218,1,0.218,0.333,0,0.172,0.84,88.011,2qRN7PWiHRLprw4FpDeI9N,200733,4,2
0.382,0.727,9,-6.677,0,0.0861,0.729,0,0.196,0.826,207.265,5i0urffBRKl09GSX2Jhdeh,249733,4,6
0.648,0.574,5,-11.12,0,0.106,0.051,0,0.12,0.557,156.73,3adQpYatYOsgAKr853t4mZ,214067,4,0
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s,208400,4,3
0.67,0.516,10,-9.598,1,0.366,0.0673,0,0.0674,0.939,154.186,6SR0dDuXH2vtgBfMLrivKV,172933,4,7
0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674,1qiQduM84A0VeH8Y2uAbqi,185107,4,3
0.681,0.484,4,-13.67,1,0.0348,0.317,0,0.121,0.923,129.733,1f4iVGDitHYMVBaoc9GXO2,206800,4,9
0.589,0.384,10,-15.075,0,0.0332,0.112,2.80E-05,0.0596,0.354,132.909,1JQ6Xm1JrvHfvAqhl5pwaA,256427,4,0
0.9,0.592,1,-7.221,1,0.482,0.0957,0,0.0788,0.873,121.082,2W5f0B44PC1b5OUdK5VqXw,182427,4,7
0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,67XyC1GdSkKb9sbRRkUDXS,176632,4,7
0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,3IcIIZMMS7UArJJPtEHXG8,242200,4,1
0.65,0.324,2,-9.83,0,0.0703,0.788,0,0.636,0.677,130.886,4DgIWl36lV2aSPiWnNpsGB,162261,4,9
0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,5AoTuHE5P5bvC7BBppYnja,142187,4,2
0.742,0.663,8,-7.59,0,0.0339,0.85,0,0.0936,0.967,116.603,64UJ810pLNwurMLRCPJPoa,136093,4,3
0.336,0.636,0,-13.785,1,0.0374,0.385,0.909,0.414,0.521,152.423,4anUinKv803lyDD1vaSXhU,157760,4,8
0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,3496rr5XSGD6n1Z1OKXovb,165744,4,2
0.517,0.59,0,-7.468,1,0.0336,0.41,0.072,0.178,0.681,122.858,74i6ZrnR1WzZsuc3qrJg7I,177093,4,2
0.513,0.448,11,-11.074,0,0.0325,0.135,0,0.0678,0.172,97.63,6Ndauo9gCxNjTfklsFYS7b,173867,4,0
0.53,0.286,9,-10.318,1,0.0351,0.626,0,0.0597,0.674,127.541,5EGL2hAczX2WvJ4WB0WJVB,181733,4,9
0.491,0.583,7,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,3yrSvpt2l1xhsV9Em88Pul,183307,4,2
0.577,0.254,4,-10.13,0,0.0302,0.915,0,0.136,0.472,96.77,5aivQ5CkXXHJoMLy0o92HL,162467,4,9
0.378,0.682,10,-10.228,1,0.124,0.0777,2.83E-06,0.0573,0.89,185.273,2oezpnnea1VXHpJEbqnBhw,166507,4,2
0.612,0.444,0,-12.752,1,0.0293,0.531,0,0.126,0.503,114.961,52FlwUMMDnTK8TGkCag9Jd,172907,4,9
0.792,0.803,7,-7.484,1,0.0664,0.225,5.01E-06,0.065,0.881,132.85,18CglpvgJf2PbHcFijT6gf,123693,4,2
0.569,0.722,0,-8.914,1,0.0393,0.225,0,0.108,0.965,142.736,79s3pSe1u6ggQBEwVPm58Z,159640,4,2
0.577,0.808,1,-7.04,0,0.039,0.0338,1.33E-05,0.221,0.869,151.008,1oYYd2gnWZYrt89EBXdFiO,290280,4,3
0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75E-05,0.131,0.495,136.59,7cdnq45E9aP2XDStHg5vd7,138707,4,2
0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,2EC9IJj7g0mN1Q5VrZkiYY,274747,4,9
0.613,0.0457,0,-26.398,1,0.0337,0.937,0.642,0.0991,0.093,99.524,7K6xMPtAjTuLPNlJMLf5bS,192146,4,9
0.75,0.58,0,-12.475,1,0.0355,0.437,0.000472,0.105,0.614,115.871,7Hx2EA4wGaxtsiZCVVLV1i,456640,4,9
0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,6HSXNV0b4M4cLJ7ljgVVeh,149880,4,9
0.438,0.489,0,-11.568,1,0.0465,0.0103,1.22E-05,0.442,0.182,136.077,7r6xGsyES2DTacyP6O585i,125480,3,4
0.515,0.766,7,-12.768,1,0.0343,0.0249,0.00103,0.455,0.774,146.911,35k31HZI4z9PbBOioaI4dZ,221000,4,1
0.807,0.83,4,-4.04,1,0.0367,0.0444,0.000358,0.0842,0.954,128.501,29r3fDexnrto7WABfpblNH,203267,4,2
0.708,0.851,9,-10.996,0,0.0329,0.00673,0.00017,0.104,0.982,129.773,6FXQERPP5in7i1o3hk1vWi,236867,4,3
0.593,0.856,1,-7.184,1,0.0398,0.102,0,0.106,0.755,132.779,4TsTkffaD3xd3L7hSuwNTG,211467,4,2
0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,3YBZIN3rekqsKxbJc9FZko,405640,4,6
0.526,0.358,4,-7.239,0,0.0243,0.525,0,0.0942,0.399,78.989,5MoDQWMDMaAGDEiWsJfeCi,238027,3,4
0.525,0.858,9,-4.927,0,0.0345,0.000466,0.878,0.166,0.669,145.492,1kDWbI0qgA2a11idtF2xNx,220307,4,8
0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,3Cx4yrFaX8CeHwBMReOWXI,287733,4,2
0.663,0.784,6,-11.245,0,0.0438,0.125,0.00348,0.214,0.505,108.492,2JCTiiJQFWQNC0Zp8rsJRB,289067,4,0
0.448,0.514,9,-9.587,1,0.0258,0.0631,0.000605,0.0939,0.207,78.174,45tHS9JkfVPnrK2kfQEX2r,292973,4,10
0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,3vV3cr2TpPqFk07zxYUbla,290960,4,6
0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,5tdKaKLnC4SgtDZ6RlWeal,275533,4,1
0.74,0.77,7,-6.882,1,0.0346,0.272,0.00072,0.112,0.836,108.246,1Lm5JXlRt90S8dzk1ZqzmA,234200,4,2
0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,5hXEcqQhEjfZdbIZLO8mf2,302693,4,0
0.877,0.534,1,-6.178,1,0.15,0.0339,1.67E-05,0.0441,0.89,108.17,6e8Ou0wiqAzIpWb2eSxll8,197560,4,2
0.715,0.833,2,-5.379,1,0.108,0.00631,0,0.164,0.612,95.487,3jDdpx9PMlfMBS5tOBHFm9,213093,4,2
0.621,0.767,7,-4.58,1,0.0379,0.000587,0,0.0719,0.498,112.027,6i24LdtpurY1OPvRVjNsSH,236280,4,2
0.716,0.757,11,-5.438,0,0.0329,0.0258,0.00392,0.16,0.877,139.986,5Yaw45Q7W0irDbTVN5LOVs,178614,4,3
0.753,0.702,11,-4.723,0,0.046,0.032,0.0469,0.0555,0.961,129.999,2xgHGIB4FwhLnCwsIfGwcG,281667,4,3
0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,72SpPFrMYCXLB3Fbw9tEgf,233600,4,6
0.785,0.855,11,-7.425,0,0.0678,0.00842,0.00222,0.148,0.805,123.664,22eUyC9vOG2aoP5yHX8VxV,390560,4,3
0.579,0.981,9,-7.433,1,0.0994,0.00991,3.22E-05,0.515,0.276,142.025,2rVa6UVT2f95l3bGcMGCWQ,218586,4,1
0.623,0.761,0,-6.084,1,0.0312,0.0223,0.000246,0.39,0.456,99.055,19zPT36WogsfBd8HIaUnt4,269893,4,6
0.447,0.53,0,-5.028,1,0.028,0.217,4.25E-05,0.351,0.0621,75.917,3GCb1V1yb8Jg4zqB8MqaC8,291870,4,10
0.884,0.539,1,-6.389,0,0.208,0.239,0,0.0805,0.776,85.008,3f9Mzvd3URfbbIJBX4pz9Z,146827,4,0
0.617,0.312,5,-10.629,1,0.0575,0.638,0.036,0.0993,0.0459,126.962,7qKWAtneIWuObMgaj57yvx,251298,4,9
0.63,0.615,2,-10.519,1,0.0768,0.362,0.000102,0.383,0.671,151.877,3lNsCW8Kmr4rSGxxgGi6OB,134487,4,2
0.769,0.368,0,-10.934,1,0.0988,0.371,0,0.12,0.482,123.078,5SzhkC3NGjcIq6Brs8pSj1,188707,4,9
0.868,0.679,9,-6.294,0,0.0803,0.0292,0.000588,0.206,0.187,126.059,4hP4t2ArzB5QA7nzJGjruX,129675,4,0
0.703,0.557,4,-6.798,0,0.0438,0.0116,9.85E-05,0.12,0.127,159.985,18LhA0zBzAa2YnhcN3hWGa,163168,4,0
0.966,0.435,1,-4.944,1,0.0674,0.0604,0.22,0.0511,0.561,111.16,4MAADpR6MjelkaZqe3Mgnv,126386,4,10
0.9,0.691,8,-3.888,0,0.107,0.0974,0,0.141,0.854,98.011,6URlKrAIlJJwHnHxxXWywt,159184,4,3
0.704,0.487,9,-6.407,0,0.0604,0.669,8.64E-05,0.111,0.313,121.726,51rPRW8NjxZoWPPjnRGzHw,301893,4,0
0.655,0.676,5,-5.959,0,0.0378,0.484,0,0.212,0.827,141.989,60ZppukPfY43NDU9meKJrz,164155,4,3
0.608,0.709,7,-6.175,1,0.374,0.119,0,0.337,0.709,105.742,7oqftogUN82Q7VNy2TmTJW,272069,4,7
0.614,0.685,10,-3.684,1,0.147,0.0133,0,0.313,0.61,94.9,6Dq8FZrvx9S28iyaKSwn9x,255102,4,2
0.664,0.61,7,-6.432,0,0.339,0.145,0,0.097,0.472,76.024,4nw0S8MtvcLSpXCS9M8ciL,284040,4,0
0.724,0.495,4,-9.06,0,0.052,0.683,4.31E-06,0.367,0.764,83.119,7pL0X8YsHBnsHIJaBIjhiV,213800,4,9
0.906,0.596,0,-5.88,0,0.243,0.0578,0,0.109,0.701,144.038,0yFvWTLs3iIwDbc91noXGT,226846,4,3
0.502,0.648,0,-5.698,0,0.0527,0.00513,0,0.204,0.291,91.837,0cjfLhk8WJ3etPTCseKXtk,193043,4,0
0.787,0.682,1,-5.256,0,0.166,0.0584,0,0.101,0.514,145.011,6o5BnAlS43AqZal7afWwaQ,211931,4,3
0.713,0.967,11,-4.757,0,0.442,0.294,0,0.744,0.7,148.527,0pn8eHCvZsBAF9Y9wfv4rt,187601,4,1
0.723,0.58,0,-5.148,0,0.0428,0.073,0,0.289,0.36,142.047,3LJ291GBZo5kA4xd1Ezhka,222318,4,0
0.835,0.681,8,-4.357,1,0.111,0.249,0,0.18,0.687,113.989,1m4C9zlV89rXTfXStluvec,202087,4,2
0.932,0.64,8,-6.435,0,0.304,0.361,0,0.0772,0.412,130.054,1hJXEAM0Oj6qvmmPRbQ3Dk,184615,4,7
0.767,0.884,2,-3.674,1,0.161,0.028,0,0.103,0.717,123.01,1g3ErLqysBJ5EIGdYYMWFZ,208238,4,2
0.926,0.498,11,-7.931,0,0.0899,0.0259,2.92E-06,0.492,0.766,125.008,4pnIUqhf1AQMFrJPd4BbrT,169549,4,3
0.869,0.607,6,-6.192,0,0.333,0.025,0,0.0906,0.531,160.011,1xsP6AITcWNigBYBYVnVZw,173489,4,7
0.698,0.715,11,-5.17,1,0.0841,0.00375,0,0.0887,0.679,153.981,3NEjuId3qYDT482ykUBbeI,201079,4,2
0.701,0.592,2,-6.745,1,0.348,0.333,0,0.124,0.682,80.064,3vEOALYBUNQUMXpqhWx3hG,200017,4,7
0.636,0.505,1,-8.397,1,0.385,0.166,0,0.15,0.342,76.099,4WYPYB8KMzxyW85TQxR44X,180680,4,7
0.732,0.464,7,-8.591,0,0.301,0.309,0,0.107,0.353,82.494,5yK37zazHUe3WxEvymZs20,234615,4,0
0.868,0.521,1,-7.837,0,0.426,0.378,0,0.374,0.407,117.146,1pHyMdmKAp494PDSZhJHvR,199117,4,7
0.635,0.312,7,-8.134,1,0.0265,0.635,0,0.138,0.414,98.017,6eDfe957aV4sqGnDhlSikJ,240118,4,9
0.635,0.694,1,-3.549,1,0.159,0.0596,0,0.141,0.398,85.809,5zXK1z8U96zU3tZlFFXYdH,270131,4,10
0.77,0.762,1,-4.298,1,0.118,0.127,0,0.0809,0.326,141.052,2Wpf66d6S1qZO4Mt39PvEz,172023,4,10
0.756,0.648,0,-5.287,1,0.0731,0.118,0,0.515,0.657,80.979,2ZDpSQfBdgkooeXw6oj3Uz,166146,4,1
0.769,0.524,7,-9.776,1,0.27,0.0865,0,0.16,0.453,139.777,6pESyiTePktau8r2wqivTQ,102857,4,7
0.746,0.604,8,-7.596,1,0.105,0.22,0,0.0826,0.694,100.008,5NQC1InbVpjkpJac6oDxxS,140000,4,2
0.813,0.404,1,-10.299,1,0.722,0.0812,0,0.0844,0.32,159.922,4nPzNidJ6kBkvdEguhrSXI,108554,4,7
0.674,0.715,0,-6.55,0,0.0376,0.47,0,0.35,0.864,130.169,0ueggK5EEUitIh99bSauRf,98287,4,3
0.501,0.653,4,-8.401,1,0.0272,0.526,0.0212,0.0954,0.325,80.61,1BxE57AivsEtDQ8JWo3uXs,194386,3,4
0.825,0.678,4,-5.401,1,0.0461,0.519,0,0.115,0.43,134.12,3kEsMLO3qUUwiXeCndsMIb,201264,4,10
0.83,0.593,7,-8.979,1,0.241,0.326,2.70E-05,0.0694,0.62,163.027,6YM4q2BaSNMQZgSVsMT2ar,150198,4,7
0.584,0.48,10,-6.931,0,0.0356,0.624,0.225,0.127,0.484,125.048,0I4TqNDdc9ApF7toelZiUA,190070,4,9
0.761,0.624,7,-5.159,1,0.0258,0.813,0.000395,0.106,0.468,119.946,36Uc6BhILjfe4VTgweoHZj,152291,4,9
0.631,0.8,2,-6.546,0,0.0506,0.188,0.000533,0.64,0.857,87.482,3KapR70eIR6Zm3kJfG4oB3,240884,4,1
0.554,0.773,8,-5.534,0,0.138,0.241,1.66E-05,0.24,0.556,83.974,0a7PgYkTeZU7fTUtKfdjiW,253082,4,3
0.513,0.552,5,-7.365,0,0.099,0.579,0,0.335,0.279,81.293,42TUSAF4Hmyqak9iqMZ9QF,230382,4,0
0.868,0.545,2,-6.71,1,0.106,0.257,1.54E-06,0.0908,0.55,117.568,0sfDMsYTbwKYNSqd7SPqRn,283797,4,10
0.668,0.778,10,-4.912,0,0.0991,0.352,0,0.561,0.531,126.919,7o6VHJSN0xPnYWmXEcCFXX,235751,4,1
0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,3g0mEQx3NTanacLseoP0Gw,209880,4,10
0.635,0.677,10,-5.548,1,0.0909,0.161,0,0.154,0.253,94.95,7IP0lO9tHfNwBWZ9X6TJ84,213733,4,10
0.62,0.724,0,-5.229,1,0.0321,0.000591,0.0137,0.0988,0.58,137.979,524KvFyenfa2DPfXEpEOWf,220853,4,2
0.759,0.592,1,-7.989,1,0.0501,0.0222,0.00865,0.18,0.365,103.075,2GEWEaFGI4Nz28puxMXl8l,151493,4,10
0.571,0.714,11,-5.374,1,0.0521,0.753,0,0.0897,0.464,89.067,5iVMvLDFM5UBqq2h1ouHoe,174667,4,9
0.468,0.837,1,-5.654,1,0.381,0.187,0,0.687,0.605,95.47,2IoVnTEyj8NdFBpWoEFrMZ,203653,3,1
0.402,0.82,5,-1.887,0,0.113,0.142,0,0.237,0.538,160.055,0qczhh8fOxKyXqnaKouJyZ,198303,4,6
0.79,0.629,9,-7.172,1,0.138,0.179,0,0.356,0.833,124.063,4e34Qq2lkp92egwgjacVcT,127742,4,2
0.543,0.21,1,-17.873,1,0.113,0.946,0.00278,0.0687,0.454,126.771,0YtmwGMUPaBIEuJs0FNiDm,295606,4,9
0.89,0.513,1,-5.996,1,0.154,0.0706,0,0.102,0.61,136.02,6woeVu3fVMflqen1t4N6pg,114133,4,2
0.555,0.723,1,-8.133,1,0.438,0.468,1.08E-06,0.243,0.523,82.224,1u59LusHrE1Z3NgR0bJuHb,195573,4,7
0.647,0.706,6,-6.023,0,0.137,0.264,0,0.114,0.577,153.973,5NqOsPI4rA9Bl6LcCftzI2,182338,4,3
0.729,0.38,11,-8.558,0,0.099,0.0319,5.01E-05,0.119,0.323,114.975,6S5dMjMifQYmyTu1mX4f8P,127029,4,0
0.545,0.673,10,-5.786,0,0.292,0.158,0.0024,0.313,0.569,130.02,1zM6MHseNyHBA5VDPPcaZH,180522,4,3
0.849,0.678,11,-6.679,1,0.229,0.0154,0,0.111,0.224,128.97,3LfJqKVZjV32xmnJC2kNUC,127800,4,10
0.723,0.422,5,-7.55,0,0.0302,0.134,0,0.31,0.557,113.064,08jCeTrh7f14SSwMRaMxOk,155702,4,0
0.748,0.654,7,-13.271,1,0.0622,0.537,0.0245,0.107,0.808,92.99,7sYquwz5kj9HPE8Lt95SpK,113590,4,9
0.691,0.699,0,-11.129,1,0.0943,0.214,0.0416,0.112,0.564,92.991,3cbRgbBpxgonbSa6EX4nNR,113659,4,10
0.691,0.64,0,-6.441,1,0.369,0.511,0,0.409,0.163,138.672,6MF4tRr5lU8qok8IKaFOBE,202040,4,7
0.717,0.709,10,-5.611,0,0.136,0.0386,0,0.433,0.651,139.414,1eu6vM3Q8wYKGYZCn26uMb,219133,4,3
0.871,0.838,1,-3.211,1,0.271,0.246,1.12E-06,0.175,0.961,97.476,5YppmH6ZGLpW9dwnOZsSAD,139307,4,2
0.746,0.419,5,-9.083,1,0.478,0.0828,0.00457,0.561,0.421,145.059,4GT3R9aMnSspIzuEcWDCpD,43427,4,7
0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,6LxSe8YmdPxy095Ux6znaQ,235987,4,0
0.861,0.599,7,-7.814,0,0.217,0.182,0.00855,0.102,0.527,100.026,1FOINGDWa0dPgCpMabLT4Y,144000,4,0
0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,2KKijf6Ett4kmVNJze2roh,200594,4,2
0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,6b2RcmUt1g9N9mQ3CbjX2Y,202205,5,0
0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,3HWzoMvoF3TQfYg4UPszDq,173325,4,3
0.251,0.115,10,-20.223,0,0.038,0.695,2.11E-05,0.617,0.116,70.645,4f4HLo6L9CJNhD4mEYxrCL,260227,4,9
0.558,0.879,4,-3.794,1,0.0401,0.000862,0.00195,0.0544,0.448,115.037,6QrC8IQV29mwLgLMW1zGmm,287400,4,6
0.421,0.968,9,-2.931,1,0.144,0.0158,0.656,0.351,0.355,186.095,03ZDwfZKhjHLqk9tIzd2KB,182960,4,8
0.41,0.954,7,-3.753,1,0.0532,0.000629,0.186,0.0545,0.454,171.998,4cA5B78Gch1RpHFAFbb2Gy,228667,4,6
0.534,0.873,2,-2.805,1,0.0312,0.00657,4.68E-05,0.0808,0.262,99.045,48ShIYQ5NmTYoGgtAie1N0,298000,4,6
0.558,0.922,4,-3.637,1,0.0412,0.000787,4.72E-05,0.107,0.582,119.889,3CqRnxXmQRxewvZNNme0wp,272160,4,6
0.681,0.711,0,-6.699,1,0.0925,0.0421,0,0.0881,0.689,154.974,3sCEkJeAyks0BVsN6Y38VR,207484,4,2
0.435,0.644,6,-7.862,1,0.223,0.302,0,0.208,0.414,136.963,3ovoAY0L8X6KA5VdGMUKxw,307259,4,6
0.876,0.48,0,-7.604,1,0.0431,0.024,0,0.113,0.397,115.004,1gaIDxLXT9GQ7tMTwPVfJj,169845,4,10
0.553,0.799,4,-4.46,1,0.0362,0.239,1.46E-06,0.343,0.505,78,1NqZLnMekPpw6lYTartrng,136880,4,2
