danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,cluster
0.595,0.419,2,-8.122,0,0.276,0.694,0,0.12,0.33,120.14,2ZbvTTHaZIYu9XhnRO44mr,232240,4,9
0.338,0.399,0,-10.11,1,0.0378,0.287,0,0.323,0.327,169.742,4jaiounlhJY1Vd0Vt6lrpB,190928,4,9
0.716,0.637,0,-6.487,1,0.0613,0.00883,0,0.173,0.251,160.123,5TD2xyZlYdkQ9UA8eT2TKL,159893,4,10
0.597,0.311,0,-11.079,0,0.0656,0.326,0.00121,0.0929,0.373,155.889,0q4pNCKzatLwZuCemz7hRV,227000,4,9
0.665,0.617,3,-8.484,0,0.107,0.23,2.21E-06,0.204,0.483,99.988,2smd7KoyVz8x9Og6JEJV4a,226299,4,0
0.867,0.639,7,-5.778,0,0.0888,0.375,0.0111,0.225,0.736,99.977,2mssuAa5xshIx2c06p1c2F,213907,4,3
0.728,0.525,9,-6.231,0,0.0306,0.317,0,0.227,0.32,101.989,5VzLFkeo5aVwpszIMvM5vY,210693,4,0
0.735,0.44,10,-7.647,0,0.0469,0.0682,0,0.33,0.239,87.985,33NEAJosK5zyLY2D4OG7AE,284693,4,0
0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,4ut5G4rgB1ClpMTMfjoIuy,230762,4,0
0.45,0.352,1,-11.733,0,0.267,0.649,3.80E-06,0.249,0.408,102.679,6oEVnWKgPqIEPc53OYDNqG,252747,4,9
0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,39NDBdU5Xkm5pCFGa5kZtI,287040,4,10
0.603,0.723,9,-5.89,0,0.0454,0.025,0,0.0824,0.382,114.975,6Wosx2euFPMT14UXiWudMy,138913,4,0
0.46,0.951,1,-2.584,1,0.0508,0.0133,0,0.28,0.61,155.006,6tcauDXxM4icA4Nj9ODzWA,191733,4,6
0.639,0.664,5,-4.926,1,0.0357,0.329,1.53E-06,0.382,0.351,116.028,2wQ411UQL2MRsdAgPRUstT,194483,4,10
0.674,0.615,0,-8.188,1,0.147,0.455,0.00091,0.208,0.756,85.048,03ZkvqZOANKndGXfAAPywG,234056,4,2
0.8,0.729,9,-2.897,0,0.144,0.101,0,0.316,0.836,171.976,4IYxcqhcFFJ025qfWJeulF,271515,4,3
0.715,0.656,5,-6.154,1,0.0259,0.0162,0.000501,0.0882,0.423,126.01,4uf9vttaZb5rehtxzrL4Dx,205100,4,10
0.505,0.772,7,-5.129,0,0.0383,0.4,0,0.195,0.356,100.028,2eGLqwbbQPVw96d97KRLXt,191872,4,0
0.594,0.37,6,-8.7,0,0.044,0.62,1.36E-06,0.0718,0.151,129.733,6eG8vbXIoKWnaGWNcllRdX,162357,4,9
0.56,0.959,6,-5.495,1,0.0641,0.244,0.633,0.531,0.603,103.021,1SmzAbt4g7a1FfAIwovtwq,299685,4,8
0.885,0.573,0,-4.633,0,0.262,0.332,0,0.143,0.233,133.023,6jgm60tjhFGoMV7cbtGNKA,158797,4,7
0.694,0.858,0,-5.677,1,0.437,0.318,0,0.111,0.564,112.038,556LJMJMhRJUNb4IggLTMM,199920,4,7
0.622,0.503,5,-6.724,0,0.201,0.282,0,0.112,0.314,136.048,21WvAGxPUNJARcZoSqswd7,256493,4,0
0.674,0.675,3,-8.206,1,0.114,0.663,1.70E-05,0.123,0.363,144.139,5RLfHNaPMYfdovGoTjqNpe,216360,4,9
0.647,0.68,8,-6.697,0,0.0496,0.0834,0,0.18,0.592,119.925,6k9nsVCSf6QO1WnFsCsmVf,175173,4,3
0.785,0.865,8,-4.064,1,0.0307,0.0793,0.00103,0.0469,0.673,122.017,0RlRoQwro0aIKMJct9TKTW,184555,4,2
0.636,0.598,3,-6.943,1,0.0247,0.0461,2.91E-06,0.0854,0.379,103.974,7cBAltYsu55X4BgiOUjaSY,261893,4,10
0.69,0.714,7,-5.948,1,0.0338,0.0077,7.23E-05,0.191,0.489,112.009,4lJNen4SMTIJMahALc3DcB,187027,4,10
0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,4mHgYpuGHu99Mw69E83CP2,121680,4,0
0.849,0.694,6,-5.715,0,0.0341,0.0731,1.36E-06,0.109,0.892,132.919,3liQLEfjeFB7x67yo8P2NT,200427,4,3
0.59,0.779,4,-5.417,1,0.073,0.00334,0,0.152,0.361,154.855,50uY99aJHs5nImL5OaPjfR,188474,3,4
0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,62o8KoI44JfN7aYxgTnPvh,183753,4,7
0.578,0.492,0,-6.803,1,0.0291,0.75,2.94E-06,0.0894,0.287,131.087,6BUIAypYr0HYi1TcPVJEPB,174504,4,9
0.896,0.586,0,-3.917,1,0.164,0.205,0.00136,0.0343,0.469,106.987,4zar3yRQBoCc57Y9pUgSjx,173405,4,10
0.831,0.812,1,-5.916,1,0.0971,0.0184,0,0.191,0.34,139.964,7FhT2XEZNrCZiNeHt1vfDZ,236904,4,10
0.738,0.696,1,-3.59,1,0.0305,0.0236,9.09E-05,0.338,0.892,101.988,6ZiJwSdU9H22IVPzCVJqCf,217136,4,2
0.537,0.756,4,-6.524,0,0.321,0.372,8.87E-05,0.0917,0.714,81.449,4KVTbc2x0EahbAaLHv8TkH,253029,4,3
0.723,0.726,2,-4.512,1,0.043,0.21,0,0.061,0.839,150.011,78HD9IN4cKE1MMHWeVJPWh,208667,4,2
0.907,0.637,10,-5.498,1,0.117,0.0713,0,0.0816,0.496,130.012,384Oc8MQzITdL2DGyCeivN,177652,4,10
0.555,0.425,1,-10.863,1,0.307,0.0234,0,0.113,0.179,127.759,1BSMGMoPK6UnK6hfY4gMMp,165936,4,7
0.518,0.738,10,-5.768,1,0.0471,0.146,0,0.118,0.505,84.678,5iS6L8dgA18Y4u7EcHX7OS,141691,4,2
0.38,0.923,0,-5.441,0,0.264,0.249,0.4,0.381,0.248,164.723,71B6aVYnVztyBD3m3nCVTi,217013,3,4
0.683,0.682,8,-5.86,1,0.0871,0.0659,1.65E-05,0.717,0.578,97.077,6UhIild4zl9VgXw3rXTZBy,216347,4,1
0.183,0.749,9,-5.494,0,0.0481,0.00172,0.093,0.0751,0.416,66.298,7d9wpLGlqZ2XPouifXRoIs,228475,4,6
0.837,0.587,1,-7.944,0,0.0962,0.12,0,0.0515,0.433,106,3I3u1ToIan8l0FKA7wV1QO,193453,4,0
0.335,0.314,8,-11.155,1,0.0411,0.535,0.00517,0.295,0.0528,122.446,6iBPeFlk4DLJ4HfRfZ2J7H,265108,4,9
0.392,0.423,7,-7.813,1,0.0348,0.27,0,0.117,0.288,113.537,3dglCYsVMjPbDlU2CC9Vq7,245187,4,10
0.575,0.184,9,-10.26,1,0.0636,0.93,0,0.096,0.188,83.616,3doK7YkkgMtfD6qoXCkTWh,210013,4,9
0.707,0.647,9,-4.844,1,0.0469,0.526,0,0.0827,0.588,131.026,0JOjZXeQmibWJACP4fPksk,247123,4,2
0.795,0.783,11,-3.166,0,0.306,0.0942,0,0.124,0.81,76.005,4CSJ8Fd00PgZaDIRrOGWMA,196587,4,3
0.478,0.461,7,-12.312,1,0.363,0.735,0.222,0.0927,0.246,175.226,4vvJPjHFnxpNIzWurp4rkW,239787,5,9
0.639,0.864,5,-5.037,1,0.0373,0.0414,0.00206,0.392,0.566,126.053,6Tf4Yl9l6sDeENoV0STQTb,205111,4,2
0.789,0.831,10,-2.287,0,0.0823,0.0121,0,0.123,0.48,180.077,4JEtApQZqOC1oWI1zetnBj,157413,4,3
0.663,0.823,0,-4.277,0,0.0337,0.009,4.16E-05,0.18,0.775,113.033,6XBMVpLksfjpV5aq4A1CVn,209907,4,3
0.79,0.629,8,-4.055,1,0.142,0.182,7.06E-06,0.338,0.267,170.023,33tNYw9oMtSkGe27NpgS64,169620,4,10
0.659,0.348,5,-8.227,1,0.151,0.519,0,0.339,0.582,84.376,3fxldvXG3wRdUO6XmdO9pE,218929,4,9
0.666,0.477,11,-9.508,0,0.0583,0.407,3.79E-05,0.108,0.321,73.976,7vUQZpMRXSXIbR9ggIlB7c,183676,4,0
0.364,0.242,2,-9.137,1,0.0375,0.956,7.48E-05,0.19,0.265,180.595,6e6F4An05rbzcre43P8cRV,287813,3,4
0.831,0.847,11,-5.733,1,0.0445,0.00709,0.648,0.158,0.874,121.006,6FDtusHKRJdlHLApla3VSa,169754,4,8
0.551,0.642,0,-7.094,1,0.13,0.182,0.000136,0.102,0.677,87.849,69l9ErSalJYo6kH4Nyy8X8,217823,4,2
0.657,0.551,1,-10.329,1,0.0427,0.0745,0,0.0703,0.284,95.022,5vuekUYesT5BDwWBzpG5vJ,205895,4,10
0.643,0.638,1,-4.947,0,0.0407,0.204,0,0.0707,0.6,82.001,7BXW1QCg56yzEBV8pW8pah,226107,4,0
0.655,0.746,11,-5.598,0,0.0581,0.581,0,0.307,0.711,80.001,0nbrLkHXitxgkiJHjLjBIk,172560,4,3
0.715,0.529,11,-9.019,0,0.0507,0.259,7.48E-06,0.128,0.467,148.037,1pF74yw15wXk12A1NPVWHD,283321,4,0
0.458,0.104,9,-19.885,1,0.029,0.927,0,0.108,0.308,100.059,1yQ2jDB77soMtb7Z5FQkRb,348000,4,9
0.706,0.637,8,-7.284,0,0.37,0.0598,0,0.164,0.528,85.819,5HnxL39pSgVVQMLP7WnSfv,146923,4,7
0.579,0.587,9,-8.383,0,0.355,0.103,0,0.112,0.705,85.732,3GOZyiebYv432EnVy9XwzE,120551,4,7
0.615,0.444,8,-6.773,0,0.0282,0.893,8.06E-06,0.127,0.125,120.098,6m3LlhdZ0HWn4D7Nnm06MQ,164577,4,9
0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,6yz0Jndhv0QjKdpcEMbOjz,116681,4,0
0.78,0.566,0,-8.354,1,0.12,0.0493,0,0.18,0.476,159.965,1j2l6jMz85PaXuDiF08Vcv,228960,4,10
0.614,0.66,9,-6.016,1,0.0397,0.00186,0,0.228,0.146,141.961,4CWgevZ4xGjy6o5qMPgYR0,162627,4,10
0.689,0.426,0,-9.449,0,0.0368,0.388,0,0.129,0.411,90.049,2c3qwFINQyRGwyqI97UQiA,237983,4,0
0.924,0.664,11,-4.768,0,0.216,0.0198,0.00352,0.116,0.29,140.002,4XzGuiMHSVmgRozWYS6Szp,164520,4,3
0.902,0.805,0,-6.281,1,0.175,0.00433,0,0.314,0.833,140.035,373iQzYhS09JcQ8NrTU6D4,148360,4,2
0.777,0.554,10,-7.142,0,0.43,0.243,0.00148,0.107,0.194,175.19,71fgafqPvGgpyY2Qcqkthu,177040,4,7
0.785,0.425,10,-6.665,1,0.137,0.0335,4.36E-06,0.108,0.192,174.028,5mu1uv8RmzDkF8foePK5qa,166627,4,10
0.47,0.269,3,-8.228,1,0.0294,0.66,0,0.112,0.142,100.072,7wjddpo4Oj2T3Rf8mgF5SW,273573,4,9
0.589,0.754,6,-4.352,0,0.0347,0.00122,0,0.0756,0.447,115.146,1uXg1cGD4cKeGD4iVyCZVo,233267,4,3
0.776,0.834,4,-5.465,0,0.0531,0.0335,0,0.0872,0.524,109.986,7C8sXihdOIXAlFoTTMbkd9,201987,4,3
0.586,0.663,6,-5.885,1,0.0302,0.102,1.11E-06,0.0867,0.259,101.976,2mpPm9PSP4QD0PuwAX9krG,208600,4,10
0.435,0.499,6,-7.674,1,0.032,0.0267,0,0.112,0.202,141.924,05Ko8HuibeOoBROmUPpbZn,203707,4,10
0.663,0.823,0,-4.277,0,0.0337,0.009,4.16E-05,0.18,0.775,113.033,6XBMVpLksfjpV5aq4A1CVn,209907,4,3
0.474,0.387,9,-6.138,1,0.0336,0.389,0,0.114,0.211,123.322,0k3yBgAL4bLU9cxLYkRJe4,191920,5,9
0.595,0.752,8,-5.768,0,0.0343,0.00228,0,0.129,0.539,95.005,6urJe1HyDpaajWqOyVsdo4,234987,4,3
0.333,0.52,9,-5.413,1,0.035,0.125,0,0.199,0.227,150.093,1ExvMPFzyfuDcN6TqLRr2r,217893,3,4
0.685,0.89,10,-4.208,0,0.117,0.0199,1.52E-06,0.0632,0.529,105.001,4imrS7L8pr1ZeixhwyxLcx,175253,4,3
0.541,0.462,5,-6.28,0,0.0295,0.307,0,0.0995,0.3,134.823,70x6BFVprBNiVknQgOy8zs,244880,4,0
0.756,0.881,1,-4.115,1,0.159,0.132,0.000528,0.63,0.596,121.292,5NjcvFJsahRqqSvNvTVJX4,224933,3,1
0.878,0.54,10,-7.084,1,0.411,0.217,0.00186,0.562,0.729,157.015,1DfASEEKVByFKTgCArlkS5,190747,4,7
0.836,0.756,10,-5.441,0,0.124,0.0524,0.0291,0.0606,0.803,153.989,7CKR3FcBqSsGcgce0ECe1z,221853,4,3
0.697,0.493,11,-7.57,1,0.152,0.343,0.00015,0.206,0.146,142.982,3ig3X70suAwUn4oDnQaMru,224893,4,10
0.851,0.421,10,-8.022,0,0.0644,0.0654,0.00141,0.136,0.21,140.992,03It1uO69CjGWP3yyVe465,370440,4,0
0.755,0.902,1,-2.835,0,0.0631,0.161,0.00199,0.137,0.76,108.991,3LHYmz86DxGInsRp3wiiW5,294187,4,3
0.81,0.73,11,-5.209,0,0.223,0.314,0,0.105,0.568,157.004,38TgLPNHsPzgqri5G4SPun,295653,4,3
0.806,0.416,4,-8.032,0,0.478,0.0886,0.198,0.11,0.317,173.886,3yRtCntPrFnfYgiqn1He2o,154600,4,7
0.77,0.715,1,-5.92,1,0.045,0.0373,0.0018,0.0959,0.468,150.027,5vAEnWrHxLv78uwZrAJcX6,198280,4,2
0.85,0.787,8,-4.134,0,0.338,0.313,0,0.194,0.7,87.983,6Poyf51k7W3NKnsGwAI90B,279867,4,3
0.758,0.358,0,-7.024,1,0.0976,0.158,0,0.126,0.126,100.798,43RSiN5Os4MiYwj3fNVomY,55267,5,10
0.88,0.775,7,-5.133,1,0.0953,0.113,0.00264,0.0943,0.284,96.503,19Fcrc0nJiwMKom00gS9SW,199400,4,10
0.879,0.635,9,-5.098,1,0.259,0.0517,0,0.0786,0.568,146.97,2D1MK9oaxy7axXggy3iVbp,192600,4,7
0.763,0.736,2,-3.403,1,0.212,0.08,0.0272,0.145,0.273,173.952,1hHbmfNfXIwHyHCYO8ae3I,193893,4,6
0.727,0.62,8,-6.443,1,0.306,0.398,0,0.0926,0.555,105.003,658I1uDnmLSiltFCf98AWE,169979,4,7
0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,7ef4DlsgrMEH11cDZd32M6,214847,4,3
0.336,0.231,1,-6.217,1,0.0493,0.943,0,0.183,0.431,168.724,1rNNOKF4kiaNmdkpIKNsvd,37640,5,9
0.604,0.45,9,-6.564,0,0.0354,0.651,0,0.0934,0.531,100.347,6euozmIGRL6aVin2ksJEJ2,322027,4,0
0.378,0.646,8,-5.411,1,0.0594,0.0232,1.04E-05,0.0941,0.417,100.072,4vlnIIEJCooktVkmXtpjgZ,198160,4,6
0.831,0.485,10,-6.677,0,0.151,0.391,1.92E-05,0.12,0.627,80.02,5F66aRuoZMrrvc7U7eTR1y,245667,4,0
0.711,0.612,10,-6.757,0,0.0437,0.191,0,0.0974,0.658,148.157,7sPbp28sThpD4opAhQsMTx,172107,4,3
0.722,0.461,4,-6.428,1,0.0319,0.256,0,0.214,0.464,119.91,5sT3app9Wcu4FAGnNs9oZR,208493,4,10
0.794,0.759,6,-6.347,1,0.0534,0.0793,0,0.0804,0.854,110.024,5xSDN95vD3KB25jBwuEZV3,196360,4,2
0.761,0.818,6,-5.24,0,0.106,0.0575,0,0.11,0.346,110.98,3bcNXYA4kZYCNNNnLkAgKU,177533,4,3
0.592,0.542,11,-7.374,1,0.073,0.167,0,0.139,0.0576,91.767,7qWNz2bGSyULFLGMFqmjY8,171333,4,10
0.654,0.312,4,-10.212,1,0.0508,0.429,8.59E-06,0.19,0.304,119.9,02Qo5DFgoGTiBGo4ZUvjXm,73813,4,9
0.704,0.517,5,-7.999,0,0.312,0.314,6.36E-06,0.174,0.443,139.857,1OWGLpptXlHLw1yibeHiHa,150000,4,7
0.658,0.59,11,-8.56,1,0.298,0.19,0.0106,0.216,0.223,152.729,4qV3FpOX5NQbghsnmx3wKX,226947,4,7
0.74,0.408,8,-9.595,1,0.224,0.0755,0,0.152,0.615,74.988,4TaGhbUWsmOWrQt8w3sA9x,179307,4,10
0.622,0.375,4,-8.115,0,0.208,0.469,1.28E-05,0.185,0.357,132.887,45WkcBtgPS8xulUwEg63X1,214707,4,0
0.639,0.332,5,-11.482,1,0.378,0.64,0,0.0518,0.866,83.306,2qpX5WY7A7uLLLQfFpvRDK,259227,4,9
0.936,0.646,5,-6.325,1,0.206,0.122,0,0.112,0.696,121.034,2WS2N8wgs9Drd5MNJLJxkf,119920,4,2
0.907,0.405,1,-8.35,1,0.465,0.247,0,0.538,0.856,137.945,3OzwuqlBU5IInWGKhIDhTq,157307,4,7
0.679,0.528,2,-7.372,1,0.187,0.18,5.47E-06,0.135,0.882,106.439,0iMIQ9pTAwimaR9gpUwOgo,172013,3,4
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,5qHirGR7M9tdm6C17DlzSY,121347,4,0
0.538,0.605,3,-5.413,1,0.119,0.0378,0,0.159,0.657,39.497,2q4F6OpQgx9umNB9uGFPYo,146573,4,2
0.564,0.808,0,-3.794,1,0.0404,0.00764,0.000395,0.0806,0.368,82.516,3smsqTs3mOocKBZbI6jiQ6,204187,4,6
0.701,0.512,0,-6.869,0,0.0969,0.235,5.07E-06,0.135,0.663,91.947,5vnpANH92iEajvGwE2oQ6r,223583,4,0
0.537,0.48,5,-9.936,0,0.0301,0.00381,0,0.0886,0.568,104.34,43GoXqcMIxcdrMk2ngVv17,218993,4,0
0.655,0.431,2,-10.458,1,0.0627,0.105,0.864,0.258,0.469,184.035,4eO5QA3PXUuUbA6pB2BXvl,164560,4,8
0.594,0.839,8,-6.519,1,0.0656,0.0247,0.0117,0.242,0.576,133.95,4UndqI2birByyXnODOIN7E,346160,4,6
0.621,0.68,8,-7.968,0,0.0864,0.51,4.61E-05,0.325,0.54,75.39,63QKZwl3Gk7vqSlTfHyHMy,205612,4,0
0.863,0.464,1,-10.559,1,0.346,0.00449,0,0.0938,0.566,75.5,3HxYOwZZHZn5mC1drqPQqR,142840,4,7
0.859,0.599,0,-10.546,1,0.238,0.0224,0,0.279,0.539,140.066,2VypG9FeVsKkYyvsYG8PUU,219413,4,7
0.938,0.5,4,-10.08,0,0.144,0.00183,0,0.077,0.462,140.011,0kCBorRrKZkSztd9m0QI3r,201707,4,0
0.722,0.482,2,-11.249,1,0.325,0.0123,0,0.112,0.0842,81.735,2KG4X41ARZad7B6XczCvgc,181453,4,10
0.826,0.457,1,-10.324,1,0.371,0.00145,0,0.14,0.53,156.001,0GOOWPWqR2N7h3NkDi7oez,187933,4,7
0.679,0.436,7,-10.233,0,0.44,0.000523,0,0.109,0.295,161.907,21FpDaSM6pSxpnJOhsxDCJ,258587,4,7
0.715,0.507,5,-10.613,0,0.26,0.0348,0,0.112,0.409,152.957,34tMZsMP16tF90ajknBxyb,254080,4,0
0.701,0.572,0,-10.389,1,0.509,0.0678,0,0.387,0.599,153.933,2pOm7AA1mtZ1sAjfzUscvx,214867,4,7
0.849,0.38,1,-8.788,1,0.441,0.0207,0,0.0958,0.423,155.96,5yh7nX2VqXUWjBVAzEwtVn,198400,4,7
0.851,0.499,8,-10.188,0,0.34,0.0922,0,0.193,0.805,152.035,5Lnpm8pCyjf3cidPFDHO2x,176827,4,7
0.785,0.581,2,-9.95,1,0.156,0.000377,0.0108,0.25,0.254,172.014,4EgL00l7AjD7mWuW4JMJ7r,125467,4,10
0.673,0.409,0,-12.332,1,0.0977,0.0659,0,0.122,0.367,153.977,3zDNGCNu3JxLlZlLmy8YNh,213440,4,10
0.907,0.407,5,-10.034,0,0.367,0.0676,0,0.0944,0.41,140.026,0hNVDwDbLCym2q63TOLzAG,248667,4,7
0.925,0.639,10,-9.728,0,0.356,0.127,0,0.0561,0.68,140.031,2AKWKzRCuyuMJzMzsJKr8G,220987,4,7
0.907,0.499,8,-9.985,1,0.256,0.0296,0,0.118,0.559,131.97,0NoQpbfJ6n7KUY2YlZI1j6,207333,4,7
0.661,0.641,11,-6.506,0,0.324,0.489,8.89E-05,0.156,0.443,91.079,2S02LvvwUmD4I4AIdpWNFR,181017,4,0
0.53,0.685,2,-7.92,1,0.412,0.272,0,0.117,0.741,82.649,117tQoOpS47VM4sSF70VKg,266482,4,7
0.618,0.871,4,-5.154,0,0.0385,0.000989,0.00921,0.0742,0.0907,146.033,27i7Afdxq40V7qCqHnRTt6,210453,4,6
0.711,0.733,1,-4.682,1,0.0957,0.288,0.000127,0.106,0.543,139.012,0b7Jv9sLr3NwuugoUkY13S,212718,4,2
0.385,0.62,1,-8.316,0,0.147,0.0815,0,0.352,0.415,75.564,7i1pavASRUZk62ejaUIESa,242672,4,0
0.724,0.626,0,-4.362,1,0.18,0.148,1.27E-05,0.339,0.553,153.888,6iqz2qF0j0eMLGZbOQsIpZ,199732,4,2
0.816,0.554,11,-5.472,0,0.0359,0.123,0.000489,0.138,0.946,130.019,40hilC332kLOwCzOVhWhl5,186000,4,3
0.587,0.695,10,-3.584,0,0.071,0.287,0,0.104,0.599,144.899,1VpcATIL1OzUeiBqqqSTtV,227987,4,3
0.8,0.956,11,-4.432,0,0.178,0.113,0,0.107,0.65,90.025,0ATmjiSoHDCHeeQ9FcvZOW,252133,4,3
0.703,0.586,11,-4.587,0,0.212,0.458,0,0.154,0.264,149.736,4o7WXic8yAQWOV7iJXZ4jD,158947,4,0
0.759,0.804,11,-4.988,0,0.0319,0.0549,0,0.0782,0.96,121.94,50SEeQXOJgaXPv2S0v7ded,154547,4,3
0.792,0.665,0,-3.591,1,0.161,0.0462,0,0.103,0.569,125.043,3bib00K3aBbmlI1yalOEd1,218549,4,2
0.541,0.765,5,-4.59,1,0.103,0.0108,0.000124,0.168,0.762,193.979,7LN8y3isMIqzZ6sChzFI7S,195314,4,6
0.739,0.471,8,-8.456,1,0.0436,0.0661,9.78E-05,0.116,0.31,90.002,2dCTcN5w3VJko61tVBUfRG,194400,4,10
0.496,0.793,5,-6.122,1,0.297,0.00954,0,0.325,0.62,191.928,0m0hFyrAqGKaVJ7D24Jozg,197113,4,6
0.666,0.799,6,-8.126,1,0.0351,0.0147,0.0244,0.224,0.603,124.002,2rCT3HAHL18hrx6lh7uvTe,208471,4,2
0.597,0.751,6,-4.982,0,0.193,0.0104,0,0.0912,0.568,103.956,43wzy7JxMEfvCh8ZFeZKYk,201680,4,3
0.712,0.656,11,-6.441,1,0.0787,0.0498,0,0.122,0.278,144.018,0oXIvlG6j5mCeViCB1E6Lv,188351,4,10
0.666,0.496,6,-6.061,1,0.176,0.44,0,0.186,0.633,141.182,1CPUilWsYY4I5nzXuTN8Gj,138298,4,7
0.748,0.693,6,-4.896,1,0.0499,0.011,0.15,0.155,0.664,120.978,3WvD5PIWmJilHbYXtU5lp3,146477,4,2
0.701,0.787,8,-3.941,0,0.0855,0.27,0,0.105,0.904,180.027,1Bhm5HNO1cq8olDbBmokyL,171720,4,3
0.644,0.892,0,-1.1,0,0.0567,0.13,0.000113,0.0893,0.767,180.044,64p6ua7zpf66s62StC2QLv,190674,4,3
0.89,0.501,0,-7.24,1,0.0465,0.392,0.075,0.0895,0.929,106.97,5HmeBQPX3b82P9gsTauFeR,151963,4,2
0.622,0.515,8,-7.959,0,0.145,0.144,0.0165,0.194,0.217,168.265,3jxExv27cf3OSt0BXtAR6Z,263870,4,0
0.449,0.597,9,-4.401,0,0.14,0.347,1.03E-05,0.197,0.505,134.598,1MUL6DO2gVimj2YrVedubd,194777,5,0
0.772,0.413,0,-8.193,0,0.089,0.0361,0,0.111,0.211,131.965,01Lr5YepbgjXAWR9iOEyH1,246213,4,0
0.8,0.591,6,-8.808,1,0.271,0.111,0,0.429,0.747,117.003,2gQYziDV5cSTRSqr6akzi5,210387,4,7
0.63,0.625,6,-5.088,0,0.0252,0.231,0,0.0765,0.683,167.998,3BsaRV5QIulYz2lV9WWa8T,234960,4,3
0.789,0.524,1,-7.942,0,0.273,0.212,0,0.221,0.343,138.064,798nzni0JSUWMVJJBCYYF1,147600,4,7
0.57,0.53,4,-6.137,0,0.0384,0.0584,0,0.122,0.44,108.077,2YioK7sFeVomGoNI8F5dEb,206875,4,0
0.956,0.544,1,-6.41,1,0.0822,0.00294,0,0.104,0.127,104.011,01TreyTchXP0J1Mn6wcVHt,198088,4,10
0.708,0.857,6,-3.394,0,0.0827,0.00219,0,0.103,0.449,126.051,54azQnjuDYDFfImXimGFsA,260234,4,3
0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998,2q4rjDy9WhaN3o9MvDbO21,193387,4,2
0.467,0.636,7,-6.96,1,0.201,0.0232,0,0.138,0.419,135.014,0hUepWE4GoMwtKgU8vE617,184905,4,6
0.682,0.708,10,-5.621,0,0.0422,0.193,0,0.0901,0.727,95.992,1FKpAogSjfaRPEvhAEwFmR,200200,4,3
0.824,0.791,0,-6.014,0,0.324,0.191,0,0.0583,0.868,81.009,15BdWDdYxXxvGg6uWjNCsw,204288,4,3
0.762,0.576,1,-4.951,0,0.0829,0.0556,0,0.0866,0.316,142.096,1KhljCoJ2TgDEldnnfTHHc,221178,4,0
0.79,0.789,4,-5.626,0,0.322,0.0336,0,0.0777,0.544,99.631,0J9cYofrC1q8pBkMSh8QDd,233457,4,3
0.731,0.657,0,-8.56,1,0.0434,0.0591,0,0.0874,0.49,159.97,2QihWAl9xAwGPm5vGoO7uM,184490,4,10
0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,4j3GWI86JvSaF0BLdmgcfF,213600,4,10
0.76,0.888,6,-3.449,1,0.124,0.00307,1.49E-05,0.149,0.559,115.705,2Ul7yRZaxGcWCzQg7m632Z,210686,4,2
0.972,0.482,8,-6.128,1,0.0702,0.00872,0,0.149,0.0767,125.013,3ALgsy4RtDm58xl3VNoSgZ,185883,4,10
0.825,0.718,0,-3.482,1,0.0834,0.0572,0,0.104,0.689,145.03,2jey6aQoRNao7Ou9ftOXFC,185987,4,2
0.88,0.865,9,-8.97,1,0.333,0.254,2.09E-06,0.305,0.655,131.075,57qvqFm7s8ULbFdkpqBlcL,172219,4,7
0.829,0.573,11,-6.71,0,0.394,0.165,0,0.0641,0.372,137.028,5uAMiB0RMCjdq7p5mEjfY1,173585,4,7
0.779,0.473,5,-8.454,0,0.283,0.0924,0,0.104,0.273,73.918,2WX8QMtZVO20ywltD9BoeM,104075,4,0
0.836,0.61,4,-7.23,0,0.345,0.493,0,0.129,0.611,130.025,0kMXQ9xqVotFY03OtYO85N,142247,4,7
0.769,0.807,11,-2.966,1,0.306,0.0515,0,0.111,0.364,82.422,6K2anECyrckidwf5wxS78Q,139845,4,7
0.944,0.425,1,-7.146,1,0.326,0.046,0,0.11,0.124,129.996,6M1qLtDxfOeBSbM5HnIo54,155131,4,7
0.971,0.465,1,-5.655,1,0.23,0.0295,0,0.097,0.131,119.994,3GxGAhRowXixzk521JQpZu,160518,4,10
0.857,0.385,1,-6.768,1,0.251,0.14,0,0.0909,0.188,119.93,6asKJPlXOTx6BLyGnEAagB,160297,4,10
0.878,0.407,7,-10.941,1,0.233,0.459,0,0.111,0.546,89.007,00bWqt93aqLXqKtzZoq7Jw,286517,4,9
0.746,0.759,0,-4.526,0,0.0447,0.0936,0.000216,0.229,0.707,150.931,4QWAv4eXCg2oMlSppeHetx,176856,4,3
0.543,0.682,3,-5.81,1,0.113,0.218,1.53E-06,0.085,0.424,179.969,4qjLvvBh5ZeKEPyShKRf06,195502,4,6
