danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
0.486,0.616,0,-6.9,1,0.277,0.0149,0,0.356,0.601,132.151,232368,4,6
0.788,0.436,1,-9.435,1,0.364,0.0611,0,0.0979,0.341,129.847,177314,4,7
0.38,0.274,1,-13.106,0,0.169,0.854,0.000685,0.105,0.27,178.027,186340,4,9
0.686,0.491,6,-9.299,0,0.135,0.281,0,0.0552,0.737,109.969,168926,5,0
0.883,0.808,1,-3.158,0,0.182,0.0313,0,0.207,0.806,119.01,232065,4,3
0.415,0.695,7,-5.821,0,0.162,0.23,1.93E-06,0.13,0.193,172.299,208933,3,4
0.754,0.548,1,-8.441,1,0.415,0.127,0,0.514,0.538,170.055,160454,4,7
0.833,0.39,0,-8.339,1,0.414,0.13,6.78E-06,0.11,0.353,159.996,113997,3,7
0.908,0.413,0,-11.205,0,0.272,0.232,0,0.064,0.613,86.006,157674,4,7
0.879,0.847,8,-6.853,0,0.264,0.111,0,0.23,0.77,122.163,169603,4,3
0.663,0.846,8,-4.015,0,0.0801,0.192,0,0.173,0.59,123.993,185813,4,3
0.739,0.493,0,-6.554,0,0.114,0.155,0,0.226,0.772,125.177,240853,4,0
0.702,0.508,8,-7.105,1,0.035,0.144,0,0.108,0.143,82.009,252337,4,10
0.936,0.661,2,-6.31,1,0.077,0.267,0,0.127,0.713,95.019,141455,4,2
0.52,0.727,0,-4.262,0,0.37,0.289,0,0.183,0.81,177.989,210337,4,7
0.655,0.441,9,-5.245,0,0.0629,0.474,0,0.099,0.273,139.957,225857,4,0
0.863,0.631,7,-4.689,1,0.0534,0.305,3.04E-05,0.123,0.817,128.977,223480,4,2
0.792,0.875,4,-3.706,1,0.298,0.367,3.27E-05,0.175,0.652,84.906,140592,4,2
0.803,0.577,2,-7.823,1,0.0433,0.326,0.000481,0.302,0.605,102.107,198963,4,10
0.71,0.68,1,-4.676,1,0.106,0.0078,0.0165,0.0493,0.571,129.971,194253,4,2
0.607,0.829,2,-4.074,1,0.379,0.0103,0,0.107,0.685,96.172,295177,4,2
0.801,0.589,7,-5.157,1,0.0485,0.0863,0,0.162,0.58,116.934,180147,4,2
0.729,0.842,1,-2.997,1,0.261,0.0597,3.06E-06,0.319,0.574,64.808,133116,4,2
0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,162547,4,10
0.792,0.772,2,-3.904,1,0.27,0.00534,0,0.237,0.414,120.047,143958,5,7
0.744,0.845,4,-7.422,0,0.253,0.759,0.232,0.1,0.749,75.221,160000,4,3
0.831,0.499,11,-8.442,0,0.114,0.269,0,0.3,0.511,97.956,220487,4,0
0.634,0.668,0,-7.369,1,0.0689,0.432,0,0.552,0.435,97.998,141845,4,1
0.816,0.582,8,-4.141,1,0.341,0.0794,5.84E-06,0.0916,0.542,160.004,136366,4,7
0.822,0.575,5,-5.95,1,0.0934,0.113,0,0.106,0.616,100.087,223000,4,2
0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387,4,0
0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87E-06,0.0219,0.916,119.965,182693,4,3
0.778,0.576,10,-8.698,1,0.301,0.0627,0.0044,0.116,0.155,80.027,84000,4,7
0.499,0.409,1,-9.757,1,0.392,0.0262,0,0.0932,0.825,82.605,137149,4,7
0.927,0.374,1,-12.053,1,0.522,0.0139,0,0.0644,0.738,129.947,149603,4,7
0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935,4,7
0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4,0
0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,232907,4,2
0.918,0.449,1,-5.702,1,0.0605,0.124,0,0.0595,0.481,91.978,181710,4,10
0.667,0.719,7,-5.371,0,0.0346,0.00285,8.10E-05,0.0736,0.717,100.021,237520,4,3
0.583,0.769,8,-4.859,0,0.159,0.419,0,0.0988,0.785,179.869,201344,4,3
0.504,0.498,0,-8.24,1,0.0499,0.131,0,0.0929,0.196,87.221,191307,4,10
0.701,0.728,2,-5.226,1,0.0468,0.0178,0,0.17,0.696,91.071,168880,4,2
0.77,0.458,1,-10.663,0,0.105,0.0533,1.53E-05,0.139,0.177,127.956,183750,4,0
0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,2
0.682,0.281,5,-14.267,1,0.126,0.804,0.359,0.106,0.475,82.954,287871,4,9
0.48,0.894,2,-3.216,0,0.369,0.143,0,0.206,0.477,166.264,176467,4,6
0.693,0.504,9,-11.621,1,0.0402,0.628,0.4,0.111,0.254,105.021,237700,4,9
0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83E-05,0.125,0.108,80.957,211400,4,10
0.55,0.611,0,-7.475,1,0.137,0.162,6.88E-05,0.121,0.243,148.062,247187,4,6
0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74,355960,4,6
0.537,0.746,10,-5.507,0,0.15,0.0236,1.01E-06,0.156,0.252,170.062,198267,4,6
0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946,283227,4,6
0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,200040,4,6
0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24E-05,0.543,0.644,118.051,215627,4,1
0.555,0.619,0,-7.918,1,0.0314,0.0323,0.000224,0.0917,0.141,95.032,195813,4,10
0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027,4,0
0.245,0.394,0,-9.887,0,0.0374,0.423,2.90E-05,0.093,0.148,115.233,190173,3,4
0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,185773,4,10
0.512,0.716,1,-4.13,1,0.304,0.0669,9.04E-06,0.147,0.703,151.484,148280,4,7
0.397,0.552,0,-5.409,1,0.0567,0.363,0,0.076,0.569,142.528,171480,4,6
0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959,183011,4,7
0.661,0.523,8,-5.902,1,0.0381,0.483,0,0.469,0.536,122.948,222009,4,1
0.546,0.221,2,-8.915,1,0.063,0.868,0,0.0994,0.593,128.144,181505,4,9
0.814,0.635,7,-6.609,0,0.0809,0.0935,0,0.0892,0.784,87.581,200774,4,3
0.895,0.739,8,-6.633,1,0.283,0.0183,7.61E-06,0.102,0.763,140.007,219340,4,7
0.771,0.654,8,-6.976,0,0.298,0.055,0,0.214,0.573,155.047,224955,4,7
0.95,0.654,0,-5.895,0,0.307,0.0744,0,0.138,0.886,132.936,194844,4,7
0.733,0.567,0,-6.718,1,0.319,0.0129,0,0.382,0.319,75.491,238816,4,10
0.712,0.598,7,-5.368,0,0.0388,0.0546,0,0.154,0.504,130.007,212354,4,0
0.665,0.697,1,-5.271,0,0.0776,0.0267,3.85E-06,0.0771,0.404,109.854,146093,4,0
0.783,0.916,1,-8.204,1,0.0767,0.251,0.00231,0.128,0.752,119.984,157921,4,2
0.642,0.806,9,-6.73,1,0.239,0.0845,2.24E-05,0.64,0.712,158.059,221386,4,1
0.511,0.942,0,-10.407,1,0.0429,0.174,1.87E-05,0.139,0.498,97.909,393667,4,6
0.803,0.719,0,-4.485,1,0.392,0.344,0,0.425,0.549,129.945,238425,4,7
0.837,0.601,8,-5.628,1,0.198,0.21,0,0.0928,0.749,142.977,176756,4,2
0.762,0.622,5,-6.293,0,0.223,0.352,0,0.145,0.626,130.019,193314,4,3
0.784,0.578,8,-6.71,1,0.0887,0.0176,0,0.09,0.31,89.474,182427,4,10
0.906,0.632,10,-4.174,0,0.198,0.665,0,0.084,0.339,138.009,153067,4,0
0.703,0.717,1,-5.67,0,0.375,0.014,0,0.102,0.673,76.144,151653,4,7
0.948,0.618,1,-5.63,1,0.219,0.0185,0,0.074,0.628,100.035,126120,4,2
0.65,0.589,11,-8.02,0,0.0649,0.375,3.57E-05,0.128,0.438,160.031,183484,4,0
0.501,0.329,9,-10.978,0,0.0447,0.828,0.000361,0.171,0.4,75.013,204719,4,9
0.743,0.753,1,-4.479,1,0.0424,0.0714,3.02E-06,0.088,0.697,157.046,171210,4,2
0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4,1
0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062,139741,4,3
0.834,0.454,1,-9.75,0,0.201,0.321,6.15E-06,0.114,0.837,81.618,247059,4,0
0.444,0.152,8,-12.87,0,0.0471,0.953,8.85E-05,0.0966,0.227,115.95,231040,1,5
0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,199396,4,9
0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4,2
0.683,0.53,2,-8.542,1,0.0601,0.41,7.43E-05,0.06,0.579,124.392,162653,4,10
0.716,0.625,1,-11.369,0,0.0601,0.396,1.97E-05,0.134,0.826,125.276,186827,4,0
0.749,0.802,7,-6.159,0,0.0471,0.0332,0.0499,0.611,0.826,106.077,267800,4,1
0.677,0.619,9,-7.446,0,0.0334,0.457,0.000149,0.221,0.74,119.624,269840,4,3
0.67,0.763,7,-6.864,1,0.0341,0.155,0,0.0799,0.61,114.398,235667,4,2
0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,223613,4,2
0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,234867,4,0
0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,495400,4,2
0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,300000,4,2
0.645,0.822,5,-12.08,1,0.0569,0.0334,0.66,0.0642,0.879,111.478,242040,4,8
0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,314760,4,2
0.593,0.791,8,-8.698,0,0.068,0.175,0,0.0976,0.63,112.295,188800,4,3
0.659,0.678,0,-8.18,1,0.0313,0.157,6.69E-06,0.0784,0.647,106.186,258411,4,2
0.365,0.338,2,-13.406,1,0.0322,0.735,0,0.104,0.446,79.241,187000,4,9
0.519,0.198,8,-11.927,1,0.049,0.726,0,0.142,0.563,122.366,184085,4,9
0.41,0.321,9,-11.771,1,0.0292,0.771,3.34E-06,0.103,0.301,86.553,185160,4,9
0.294,0.528,8,-10.01,1,0.0471,0.234,0,0.147,0.452,200.813,284907,3,4
0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713,237093,4,2
0.783,0.694,10,-7.854,1,0.0681,0.286,0.0214,0.0597,0.627,95.755,251800,4,2
0.843,0.741,11,-5.609,1,0.334,0.0252,0,0.096,0.68,168.983,155497,4,7
0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,4,2
0.943,0.443,7,-10.098,0,0.138,0.188,0.00225,0.282,0.621,109.908,183307,4,0
0.915,0.392,7,-11.548,1,0.475,0.112,0,0.0319,0.675,139.94,151018,4,7
0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4,10
0.87,0.419,1,-16.539,1,0.911,0.00672,0,0.0432,0.395,137.818,125936,4,7
0.659,0.73,5,-5.55,1,0.103,0.259,0,0.347,0.46,145.071,189378,4,2
0.886,0.449,1,-9.813,1,0.452,0.238,0,0.166,0.479,106.493,84000,5,7
0.719,0.809,6,-4.679,1,0.182,0.286,0,0.081,0.238,125.072,215050,4,10
0.919,0.467,11,-7.749,1,0.0909,0.104,0.12,0.711,0.522,146.012,139043,4,1
0.918,0.602,11,-6.591,1,0.264,0.179,0,0.11,0.898,145.013,175412,4,7
0.597,0.565,4,-10.022,0,0.299,0.0537,0,0.196,0.357,118.61,127826,5,7
0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,208687,4,9
0.732,0.387,10,-8.47,0,0.0741,0.0493,0,0.141,0.242,157.875,159670,3,4
0.572,0.406,10,-8.624,1,0.0427,0.587,4.48E-06,0.102,0.265,119.812,201084,4,9
0.96,0.412,1,-11.281,1,0.607,0.119,0,0.0903,0.49,121.027,128926,4,7
0.923,0.485,1,-5.599,1,0.459,0.00311,1.84E-05,0.117,0.0703,119.967,131133,4,7
0.772,0.367,5,-11.785,0,0.594,0.0294,0,0.129,0.568,143.278,136046,4,7
0.851,0.513,0,-12.267,0,0.113,0.0467,0.000642,0.0872,0.645,120.013,161776,4,0
0.658,0.748,0,-6.189,1,0.143,0.231,0,0.205,0.35,82.539,163080,4,10
0.928,0.372,1,-10.393,1,0.321,0.0202,9.60E-06,0.0948,0.732,112.458,174933,4,7
0.76,0.674,7,-7.043,1,0.129,0.0462,0,0.22,0.431,101.987,173870,4,10
0.593,0.229,9,-8.888,1,0.0307,0.794,0,0.167,0.42,117.823,130546,4,9
0.35,0.12,3,-11.104,0,0.0393,0.982,0.000289,0.103,0.121,68.995,202200,4,9
0.583,0.538,3,-6.137,0,0.106,0.211,7.43E-06,0.208,0.687,75.25,186120,4,0
0.673,0.367,8,-11.742,1,0.223,0.492,0,0.368,0.481,150.067,211174,4,9
0.913,0.656,7,-6.76,1,0.0608,0.0103,0.059,0.148,0.421,119.99,154218,4,10
0.715,0.649,2,-11.294,1,0.109,0.036,0.0199,0.0795,0.478,100.077,212107,4,10
0.621,0.538,10,-9.307,1,0.0401,0.0117,0.0189,0.583,0.311,85.977,367293,4,1
0.691,0.524,5,-9.718,1,0.16,0.197,4.29E-05,0.488,0.41,164.047,392187,4,1
0.715,0.597,0,-8.939,1,0.0749,0.012,0.00273,0.0925,0.186,114.98,308547,4,10
0.538,0.463,0,-13.573,1,0.038,0.0946,0.000304,0.114,0.207,149.927,479187,4,6
0.798,0.559,5,-10.868,1,0.0592,0.286,0,0.349,0.604,102.018,236507,4,10
0.44,0.106,2,-13.786,0,0.271,0.808,0,0.285,0.175,93.921,179360,4,9
0.576,0.486,7,-9.727,1,0.154,0.456,0.134,0.0676,0.178,165.816,321387,4,9
0.681,0.597,4,-12.623,0,0.0637,0.378,0.582,0.125,0.486,148.018,360933,4,8
0.518,0.952,6,-5.274,0,0.198,0.0287,0,0.381,0.622,171.905,235280,4,6
0.765,0.582,10,-7.442,1,0.279,0.753,0,0.108,0.865,155.97,165000,4,7
0.529,0.296,1,-8.764,1,0.147,0.911,0,0.155,0.583,133.225,204533,3,4
0.674,0.58,6,-6.713,0,0.133,0.335,0,0.0622,0.764,109.998,168933,5,0
0.824,0.405,7,-7.848,1,0.228,0.306,0,0.0609,0.726,129.043,180680,4,7
0.647,0.185,0,-17.918,1,0.0521,0.924,0.000125,0.106,0.18,111.857,224057,4,9
0.471,0.924,1,-8.108,0,0.056,0.104,0.889,0.206,0.446,155.976,204000,4,8
0.631,0.563,2,-12.135,0,0.0552,0.398,0,0.0733,0.947,117.963,237120,4,0
0.568,0.824,9,-4.613,1,0.0299,0.403,0,0.0855,0.753,108.625,174760,4,2
0.917,0.823,7,-8.445,0,0.0368,0.167,0.000945,0.0258,0.969,132.56,211413,4,3
0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877,208893,4,3
0.586,0.552,1,-11.153,1,0.0488,0.593,0.00101,0.31,0.732,82,345507,4,9
0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,254560,4,2
0.893,0.579,9,-8.995,1,0.113,0.0641,0.000121,0.215,0.611,133.018,132453,4,10
0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,181733,4,10
0.66,0.76,2,-5.726,1,0.0787,0.291,0,0.632,0.394,127.984,180129,4,1
0.656,0.645,5,-5.442,0,0.0397,0.504,0,0.18,0.669,75.473,161697,4,0
0.708,0.494,5,-7.496,0,0.0365,0.697,0.000115,0.34,0.76,142.921,163172,4,9
0.696,0.565,5,-7.241,0,0.0598,0.652,2.12E-06,0.121,0.6,156.109,187728,4,0
0.777,0.716,10,-7.342,0,0.256,0.734,8.30E-05,0.116,0.829,120.052,159007,4,3
0.719,0.49,2,-7.555,1,0.21,0.628,0,0.0871,0.661,159.999,144881,4,7
0.747,0.482,0,-5.614,1,0.033,0.618,0,0.128,0.536,91.991,167642,4,10
0.74,0.586,0,-8.244,0,0.0483,0.361,7.24E-06,0.083,0.523,79.997,204129,4,0
0.457,0.648,7,-5.762,1,0.0552,0.0114,1.69E-05,0.212,0.736,160.021,111210,4,2
0.618,0.669,7,-7.457,1,0.0359,0.535,0,0.577,0.789,97,189818,4,1
0.68,0.501,6,-7.31,0,0.486,0.024,8.58E-05,0.162,0.392,132.416,205160,4,7
0.73,0.772,5,-3.883,0,0.316,0.0878,0,0.401,0.403,147.053,218103,4,3
0.687,0.692,10,-6.676,0,0.051,0.0296,0,0.125,0.428,170.042,142205,3,4
0.431,0.741,6,-4.736,0,0.359,0.0832,0,0.14,0.422,83.005,178423,4,0
0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,78681,4,7
0.546,0.608,1,-6.261,1,0.209,0.0567,0,0.0664,0.37,98.036,204941,5,10
0.584,0.722,9,-7.733,1,0.28,0.0183,1.41E-05,0.143,0.685,87.551,201133,4,2
0.501,0.581,7,-10.846,1,0.0576,0.17,1.54E-05,0.312,0.438,157.137,127200,4,10
0.596,0.819,1,-7.779,1,0.477,0.217,0,0.286,0.65,82.843,211093,4,7
0.714,0.808,9,-3.826,0,0.246,0.0686,1.32E-06,0.122,0.468,109.886,150000,4,3
0.49,0.675,1,-8.06,0,0.495,0.639,0,0.197,0.613,148.582,151002,3,4
0.677,0.353,7,-9.082,0,0.19,0.0511,0.0649,0.108,0.538,101.996,199382,4,0
0.885,0.685,11,-6.429,0,0.0627,0.33,0,0.148,0.937,99.954,144000,4,3
0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462,132303,4,7
0.726,0.298,1,-13.879,1,0.695,0.0566,1.10E-05,0.132,0.486,150.036,83131,3,7
0.916,0.445,7,-7.143,1,0.571,0.0179,1.84E-06,0.381,0.0519,140.124,128496,4,7
0.917,0.417,9,-10.479,1,0.438,0.04,0,0.0706,0.465,138.007,125217,3,7
0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,162547,4,10
0.922,0.579,1,-7.106,1,0.373,0.0262,0,0.168,0.506,94.914,136464,4,7
0.878,0.578,0,-7.581,1,0.0722,0.196,0.433,0.0965,0.148,100.996,154455,4,8
0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,147800,4,9
0.638,0.565,5,-8.154,0,0.0308,0.0712,0.000144,0.15,0.464,75.52,184768,4,0
0.779,0.435,10,-12.745,0,0.542,0.334,0.000114,0.0924,0.525,188.223,102137,4,7
0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,165978,4,0
0.731,0.734,5,-3.094,1,0.0524,0.486,0.8,0.0789,0.738,91.02,120659,4,8
0.766,0.856,0,-1.911,1,0.0527,0.0287,0.0293,0.382,0.595,91.996,163043,4,2
0.775,0.606,9,-3.627,0,0.0747,0.0202,0,0.0485,0.87,153.859,156039,4,3
0.785,0.934,11,-2.413,0,0.095,0.0972,0.000248,0.21,0.842,163.973,190244,4,3
0.796,0.838,4,-1.762,1,0.0412,0.434,0.00296,0.0624,0.826,140.029,183429,4,2
0.724,0.804,8,-3.485,1,0.0562,0.0273,0.000102,0.297,0.721,102.933,159612,4,2
0.761,0.788,4,-1.898,1,0.121,0.646,0.00014,0.326,0.309,94.011,204308,4,10
0.416,0.66,7,-4.377,1,0.0384,0.726,0.0203,0.294,0.242,140.14,145950,4,9
0.838,0.754,1,-2.27,1,0.0799,0.109,0.00217,0.135,0.866,154.062,201039,4,2
0.449,0.626,7,-5.544,1,0.0384,0.71,0.0872,0.136,0.239,95.401,160494,4,9
0.726,0.831,0,-1.944,1,0.15,0.0835,0.00305,0.146,0.5,180.042,144000,4,2
0.597,0.46,1,-6.007,0,0.0712,0.897,0.0599,0.262,0.324,139.97,247272,4,9
0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,216933,4,3
0.678,0.643,2,-9.316,1,0.0444,0.24,0,0.0708,0.534,113.46,237520,4,10
0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25E-06,0.344,0.812,122.803,222707,4,3
0.659,0.541,5,-7.919,1,0.0272,0.0174,0,0.198,0.56,116.685,224693,4,10
0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,236920,4,3
0.712,0.549,5,-9.484,1,0.0254,0.011,0,0.118,0.552,109.882,251067,4,10
0.45,0.656,2,-7.049,1,0.0472,0.664,3.02E-06,0.259,0.782,106.61,287307,4,9
0.749,0.699,1,-13.108,1,0.0371,0.0674,0.00192,0.0763,0.935,128.904,304507,4,2
0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,4,10
0.765,0.766,0,-9.374,1,0.0348,0.41,0.052,0.177,0.923,128.177,222760,4,2
0.677,0.62,9,-11.766,1,0.0364,0.0335,0.0529,0.285,0.672,146.74,506227,4,6
0.748,0.603,1,-12.044,1,0.043,0.15,0.000261,0.0269,0.827,108.831,258667,4,2
0.525,0.882,5,-4.479,1,0.0467,0.0252,0,0.101,0.623,101.674,164867,4,2
0.724,0.523,11,-11.139,1,0.116,0.0745,0.703,0.0811,0.965,185.075,203267,4,8
0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4,9
0.795,0.63,10,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,181107,4,8
0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,260000,4,3
0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,260573,4,10
0.589,0.715,0,-6.073,1,0.0401,0.0884,0.00105,0.0559,0.806,120.999,203120,4,2
0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,329147,4,10
0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,4,2
0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54E-06,0.7,0.903,133.608,320680,4,1
0.578,0.423,4,-9.617,1,0.176,0.122,0.000869,0.118,0.397,96.529,281453,4,10
0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,280853,4,2
0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79E-05,0.155,0.244,89.939,275395,4,6
0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,199453,4,2
0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,175173,4,1
0.579,0.654,1,-12.421,0,0.0553,0.121,3.62E-06,0.0673,0.616,129.537,216467,4,0
0.397,0.207,0,-13.155,1,0.0331,0.701,3.07E-05,0.116,0.268,171.282,227600,4,9
0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,242001,4,3
0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,166794,4,3
0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,179867,4,10
0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4,0
0.375,0.461,9,-6.202,1,0.0279,0.627,0,0.386,0.233,75.217,223270,4,9
0.747,0.738,0,-11.759,1,0.0525,0.134,0.87,0.103,0.708,93.011,113499,4,8
0.534,0.501,1,-10.332,0,0.0434,0.768,0,0.0886,0.432,110.847,176500,4,9
0.664,0.747,2,-8.805,1,0.226,0.0674,0.000539,0.0593,0.637,110.889,187733,4,2
0.747,0.554,8,-6.154,0,0.289,0.493,0.000425,0.332,0.585,96.988,164318,4,0
0.621,0.767,3,-7.849,0,0.0419,0.127,0.0548,0.137,0.783,77.967,131727,4,3
0.849,0.604,2,-8.464,0,0.0338,0.44,0.0915,0.78,0.714,119.945,88453,4,1
0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,181922,4,8
0.436,0.383,1,-13.575,1,0.0284,0.778,0.321,0.0862,0.196,144.011,68224,3,4
0.544,0.464,8,-11.273,0,0.0325,0.739,0.757,0.0969,0.184,82.062,171533,4,8
0.693,0.504,9,-11.621,1,0.0402,0.628,0.4,0.111,0.254,105.021,237700,4,9
0.421,0.734,0,-7.89,1,0.0369,0.00315,0.000104,0.0563,0.152,162.035,211498,4,6
0.368,0.927,7,-7.439,1,0.0445,0.00125,0.091,0.254,0.517,170.035,242296,4,6
0.486,0.625,4,-7.692,1,0.0284,0.0363,2.15E-05,0.0664,0.33,79.984,227580,4,10
0.57,0.751,9,-7.386,1,0.0359,0.0522,0.000168,0.295,0.56,130.041,195805,4,2
0.91,0.34,1,-7.095,1,0.151,0.623,0,0.151,0.558,99.98,132816,4,9
0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,4,3
0.754,0.526,1,-12.96,1,0.0435,0.00261,0.466,0.113,0.716,117.051,167180,4,8
0.726,0.527,9,-9.424,0,0.0561,0.0936,0,0.191,0.711,92.999,238758,4,0
0.747,0.689,11,-7.246,1,0.242,0.197,0,0.0884,0.75,89.901,204547,4,2
0.544,0.744,6,-5.007,1,0.0889,0.185,0,0.336,0.572,73.699,183947,4,2
0.569,0.536,1,-6.137,1,0.0819,0.554,0,0.0655,0.656,173.695,209833,4,2
0.732,0.511,6,-6.779,1,0.0541,0.276,0,0.0916,0.62,96.946,133608,4,10
0.959,0.508,2,-7.857,1,0.257,0.144,9.82E-05,0.136,0.346,107.998,201960,4,10
0.668,0.57,6,-7.67,1,0.0941,0.165,0.000122,0.148,0.383,140.042,194587,4,10
0.865,0.546,1,-10.46,1,0.0565,0.0892,0.0912,0.133,0.534,117.961,221695,4,10
0.795,0.48,3,-8.556,1,0.0688,0.243,0,0.271,0.723,149.919,171375,4,2
0.721,0.645,9,-7.837,0,0.0513,0.00408,0.00179,0.0957,0.415,113.068,229911,4,0
0.882,0.721,2,-7.209,1,0.0539,0.0437,0,0.0789,0.845,149.013,131698,4,2
0.764,0.46,4,-6.259,1,0.403,0.864,0.00108,0.137,0.523,78.01,186153,4,7
0.647,0.468,0,-10.87,1,0.157,0.649,0.00119,0.157,0.216,68.033,225787,4,9
0.527,0.641,1,-7.3,1,0.394,0.116,0,0.135,0.57,87.31,196052,4,7
0.609,0.623,10,-7.865,0,0.089,0.00856,0.0514,0.404,0.369,93.929,123520,4,0
0.873,0.479,5,-6.683,1,0.222,0.656,8.13E-06,0.19,0.945,108.014,135013,4,2
0.752,0.715,0,-7.592,1,0.103,0.0456,0.000134,0.189,0.39,174.024,128245,4,10
0.479,0.717,10,-8.305,1,0.222,0.728,0,0.167,0.798,85.225,171886,4,9
0.809,0.623,10,-6.152,0,0.0337,0.0455,1.67E-06,0.321,0.535,121.989,181975,4,3
0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,259933,4,10
0.672,0.623,9,-5.699,1,0.0297,0.241,0,0.0848,0.617,92.018,215173,4,2
0.604,0.694,9,-6.303,1,0.0341,0.0281,0,0.0991,0.623,91.923,211566,4,2
0.59,0.929,2,-3.236,1,0.0478,0.0714,0.000153,0.0598,0.674,119.818,254467,4,6
0.634,0.886,9,-5.424,1,0.0434,0.154,0,0.118,0.577,93.04,241373,4,2
0.436,0.721,5,-7.864,1,0.0461,0.00383,0,0.361,0.196,126.859,225624,4,6
0.821,0.61,1,-6.22,1,0.0959,0.0247,0,0.185,0.47,110.973,192936,4,10
